,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
42,GO_Biological_Process_2023,Granulocyte Chemotaxis (GO:0071621),4/73,1.949321625104456e-06,0.00011918709364924389,0,0,54.95100069013112,722.4973578226677,LGALS3;FCER1G;S100A9;S100A8
43,GO_Biological_Process_2023,Neutrophil Migration (GO:1990266),4/77,2.4155132216897017e-06,0.00012922995736039904,0,0,51.92954990215264,671.6359632230644,LGALS3;FCER1G;S100A9;S100A8
44,GO_Biological_Process_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886),3/26,4.401005005035332e-06,0.00020245137618620453,0,0,118.29249011857708,1458.98143951393,FCER1G;IFI30;CTSS
45,GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),5/204,4.7301723407991714e-06,0.00020245137618620453,0,0,24.84422110552764,304.62863247558715,PYCARD;FCER1G;LYZ;S100A9;S100A8
46,GO_Biological_Process_2023,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495),3/28,5.536136946298406e-06,0.0002154060557287016,0,0,108.8181818181818,1317.1585165679032,FCER1G;IFI30;CTSS
47,GO_Biological_Process_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478),3/31,7.577380692619541e-06,0.00027025991137009697,0,0,97.14448051948052,1145.3667432674606,FCER1G;IFI30;CTSS
48,GO_Biological_Process_2023,Regulation Of Inflammatory Response (GO:0050727),5/240,1.042159326103402e-05,0.00034311091659404306,0,0,21.0,240.90424321315285,PYCARD;LGALS2;LGALS1;S100A9;S100A8
49,GO_Biological_Process_2023,Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590),2/6,2.2430970983737597e-05,0.0006400303720693127,0,0,434.1521739130435,4647.628509727224,FCER1G;IFI30
50,GO_Biological_Process_2023,Intracellular Sequestering Of Iron Ion (GO:0006880),2/6,2.2430970983737597e-05,0.0006400303720693127,0,0,434.1521739130435,4647.628509727224,FTH1;FTL
51,GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),3/48,2.875081200048924e-05,0.000746132203741789,0,0,60.39393939393939,631.5300358610783,PYCARD;S100A9;S100A8
52,GO_Biological_Process_2023,Positive Regulation Of Leukocyte Differentiation (GO:1902107),2/7,3.1379391746150004e-05,0.000746132203741789,0,0,347.30434782608694,3601.323532363004,LGALS3;LGALS1
53,GO_Biological_Process_2023,Leukocyte Aggregation (GO:0070486),2/7,3.1379391746150004e-05,0.000746132203741789,0,0,347.30434782608694,3601.323532363004,S100A9;S100A8
54,GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),5/320,4.150406314797424e-05,0.000934933633017525,0,0,15.603174603174605,157.43165081679894,FCN1;PYCARD;FCER1G;TYROBP;AIF1
55,GO_Biological_Process_2023,Pattern Recognition Receptor Signaling Pathway (GO:0002221),3/56,4.577557401145429e-05,0.0009795972838451217,0,0,51.25728987993139,512.1505350215332,FCN1;PYCARD;CTSS
56,GO_Biological_Process_2023,Peptidyl-Cysteine Modification (GO:0018198),2/9,5.371108552771946e-05,0.0010946830764697,0,0,248.0496894409938,2438.797544724613,S100A9;S100A8
57,GO_Biological_Process_2023,Positive Regulation Of Phagocytosis (GO:0050766),3/60,5.632337215026045e-05,0.0010957456036505,0,0,47.65071770334928,466.23372866460375,FCN1;PYCARD;FCER1G
58,GO_Biological_Process_2023,Regulation Of Dendritic Cell Differentiation (GO:2001198),2/10,6.70875366203682e-05,0.0012484115510225,0,0,217.0326086956522,2085.577517249696,LGALS3;LGALS1
59,GO_Biological_Process_2023,Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919),3/67,7.839415188104293e-05,0.0013980290418785,0,0,42.42400568181818,401.0664199979474,PYCARD;S100A9;S100A8
60,GO_Biological_Process_2023,Neutrophil Activation Involved In Immune Response (GO:0002283),2/11,8.193318465282479e-05,0.0014026961212563,0,0,192.9082125603865,1815.1903638966749,FCER1G;TYROBP
61,GO_Biological_Process_2023,Positive Regulation Of Interleukin-6 Production (GO:0032755),3/76,0.00011419222790172148,0.0018797797516129,0,0,37.17683686176837,337.47746996612005,PYCARD;TYROBP;AIF1
62,GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Migration (GO:2000403),2/16,0.0001780806483866989,0.0028229080559076,0,0,123.98136645962732,1070.3651111926358,PYCARD;AIF1
63,GO_Biological_Process_2023,Inflammatory Response (GO:0006954),4/236,0.00019673957606935845,0.0030073049484887,0,0,16.20935960591133,138.32467178360238,LYZ;AIF1;S100A9;S100A8
64,GO_Biological_Process_2023,Regulation Of Lymphocyte Proliferation (GO:0050670),2/18,0.0002267055108576553,0.0031299986660347,0,0,108.47282608695652,910.288628412586,LGALS3;LST1
65,GO_Biological_Process_2023,Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I (GO:0002474),2/18,0.0002267055108576553,0.0031299986660347,0,0,108.47282608695652,910.288628412586,FCER1G;IFI30
66,GO_Biological_Process_2023,Neutrophil Activation (GO:0042119),2/18,0.0002267055108576553,0.0031299986660347,0,0,108.47282608695652,910.288628412586,FCER1G;TYROBP
67,GO_Biological_Process_2023,Microglial Cell Activation (GO:0001774),2/20,0.0002810990498662536,0.0037596997919611,0,0,96.41062801932368,788.3307567801231,TYROBP;AIF1
68,GO_Biological_Process_2023,Positive Regulation Of Apoptotic Process (GO:0043065),4/270,0.0003286066515062376,0.0041775236822303,0,0,14.11313999283924,113.19654373150172,PYCARD;LGALS2;LGALS1;CTSS
69,GO_Biological_Process_2023,Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),3/109,0.0003318593579341887,0.0041775236822303,0,0,25.56046312178388,204.7597400703841,PYCARD;S100A9;S100A8
70,GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Activation (GO:0051250),2/23,0.0003734470046022705,0.0043789950185551,0,0,82.62525879917185,652.1392267357223,LGALS3;LST1
71,GO_Biological_Process_2023,Regulation Of T Cell Migration (GO:2000404),2/23,0.0003734470046022705,0.0043789950185551,0,0,82.62525879917185,652.1392267357223,PYCARD;AIF1
72,GO_Biological_Process_2023,Regulation Of Interleukin-6 Production (GO:0032675),3/114,0.0003785579805760263,0.0043789950185551,0,0,24.402948402948404,192.274278888393,PYCARD;TYROBP;AIF1
73,GO_Biological_Process_2023,Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116),2/24,0.0004070850063970531,0.0045850627036299,0,0,78.86561264822134,615.663500818195,CST3;PYCARD
74,GO_Biological_Process_2023,Positive Regulation Of Intracellular Signal Transduction (GO:1902533),5/525,0.0004204304473580964,0.004613954653058,0,0,9.353365384615383,72.71522777462536,PYCARD;LGALS1;S100A4;S100A9;S100A8
75,GO_Biological_Process_2023,Positive Regulation Of T Cell Migration (GO:2000406),2/25,0.00044214513463833565,0.0047309529406301,0,0,75.43289224952741,582.6340323012631,PYCARD;AIF1
76,GO_Biological_Process_2023,Regulation Of Peptidase Activity (GO:0052547),2/27,0.0005165184917147076,0.0053919491330218,0,0,69.3913043478261,525.1811109155249,CST3;CTSS
77,GO_Biological_Process_2023,Apoptotic Cell Clearance (GO:0043277),2/28,0.0005558250949695229,0.005664122396356,0,0,66.7190635451505,500.0631769582249,FCN1;TYROBP
78,GO_Biological_Process_2023,Defense Response To Fungus (GO:0050832),2/29,0.0005965405735475059,0.0059376596622868,0,0,64.24476650563606,476.9764866217298,S100A9;S100A8
79,GO_Biological_Process_2023,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),2/30,0.0006386616282018391,0.0062122375572778,0,0,61.9472049689441,455.6920507677008,FCN1;TYROBP
80,GO_Biological_Process_2023,Positive Regulation Of Leukocyte Migration (GO:0002687),2/31,0.000682184965402003,0.0062122375572778,0,0,59.80809595202399,436.0135628403547,LGALS3;AIF1
81,GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),2/31,0.000682184965402003,0.0062122375572778,0,0,59.80809595202399,436.0135628403547,LGALS3;GPX1
82,GO_Biological_Process_2023,Positive Regulation Of Mononuclear Cell Migration (GO:0071677),2/31,0.000682184965402003,0.0062122375572778,0,0,59.80809595202399,436.0135628403547,LGALS3;AIF1
83,GO_Biological_Process_2023,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),3/152,0.0008754900920978143,0.0078064533212055,0,0,18.14460036607688,127.75117267835856,PYCARD;S100A9;S100A8
84,GO_Biological_Process_2023,Response To Lipopolysaccharide (GO:0032496),3/159,0.000997218835369675,0.008710401255882,0,0,17.3243006993007,119.72027846776956,PYCARD;S100A9;S100A8
85,GO_Biological_Process_2023,Negative Regulation Of Type I Interferon Production (GO:0032480),2/38,0.0010258367119747,0.008781162254504,0,0,48.16183574879227,331.4616349082861,PYCARD;TYROBP
86,GO_Biological_Process_2023,Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),2/39,0.0010804603907714,0.0088930201394265,0,0,46.85781433607521,320.05611750893536,S100A9;S100A8
87,GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Proliferation (GO:0050672),2/39,0.0010804603907714,0.0088930201394265,0,0,46.85781433607521,320.05611750893536,TYROBP;LST1
88,GO_Biological_Process_2023,Regulation Of Chemokine Production (GO:0032642),2/41,0.0011938231616913,0.0094621539482204,0,0,44.45039018952063,299.1775464324702,PYCARD;AIF1
89,GO_Biological_Process_2023,Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),2/41,0.0011938231616913,0.0094621539482204,0,0,44.45039018952063,299.1775464324702,PYCARD;GPX1
90,GO_Biological_Process_2023,Regulation Of Viral Entry Into Host Cell (GO:0046596),2/44,0.0013741073416157,0.010548880348466,0,0,41.26915113871635,271.9616823625152,FCN1;LGALS1
91,GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),3/178,0.0013802273353133,0.010548880348466,0,0,15.428571428571429,101.60496603225528,PYCARD;SRGN;TYROBP
92,GO_Biological_Process_2023,Regulation Of Apoptotic Signaling Pathway (GO:2001233),2/45,0.0014369198426323,0.0107895033797658,0,0,40.30738119312437,263.82202599575163,PYCARD;CTSS
93,GO_Biological_Process_2023,Regulation Of Fibroblast Proliferation (GO:0048145),2/46,0.0015010858723645,0.0108892331080005,0,0,39.38932806324111,256.0923364971402,FTH1;S100A6
94,GO_Biological_Process_2023,Regulation Of Interleukin-10 Production (GO:0032653),2/46,0.0015010858723645,0.0108892331080005,0,0,39.38932806324111,256.0923364971402,PYCARD;TYROBP
95,GO_Biological_Process_2023,Positive Regulation Of Lymphocyte Activation (GO:0051251),2/47,0.0015666022234334,0.0111750958604922,0,0,38.51207729468599,248.74358384853045,PYCARD;TYROBP
96,GO_Biological_Process_2023,Intracellular Iron Ion Homeostasis (GO:0006879),2/50,0.0017712212130127,0.0124275849044171,0,0,36.09963768115942,228.73040961874747,FTH1;FTL
97,GO_Biological_Process_2023,Icosanoid Metabolic Process (GO:0006690),2/52,0.001914326921873,0.0132150310090589,0,0,34.65217391304348,216.8667907992902,PYCARD;GPX1
98,GO_Biological_Process_2023,Positive Regulation Of Chemokine Production (GO:0032722),2/53,0.0019878781491557,0.013293935122479,0,0,33.971014492753625,211.32306405583657,PYCARD;AIF1
99,GO_Biological_Process_2023,Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117),2/53,0.0019878781491557,0.013293935122479,0,0,33.971014492753625,211.32306405583657,CST3;GPX1
100,GO_Biological_Process_2023,Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),2/57,0.0022953316425005,0.0151138760460036,0,0,31.49407114624506,191.3856261696762,PYCARD;TYROBP
101,GO_Biological_Process_2023,Regulation Of Phagocytosis (GO:0050764),2/58,0.0023754913784137,0.0154047016660767,0,0,30.930124223602483,186.8968520281422,PYCARD;FCER1G
102,GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),2/60,0.0025397444622594,0.0162240392514483,0,0,29.86056971514243,178.43756184160333,PYCARD;LGALS3
103,GO_Biological_Process_2023,Positive Regulation Of Interleukin-8 Production (GO:0032757),2/61,0.002623831538954,0.0165147043922403,0,0,29.35298452468681,174.44829794230515,FCN1;PYCARD
104,GO_Biological_Process_2023,Regulation Of T Cell Activation (GO:0050863),2/62,0.0027092214667341,0.0168050259095972,0,0,28.86231884057971,170.60787877251963,PYCARD;LGALS3
105,GO_Biological_Process_2023,Positive Regulation Of Interleukin-1 Production (GO:0032732),2/64,0.0028838973905792,0.0176329726166843,0,0,27.928471248246844,163.34280993179652,PYCARD;TYROBP
106,GO_Biological_Process_2023,Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122),3/232,0.0029348205251332,0.0176738864348032,0,0,11.758237395791982,68.56356363748765,PYCARD;LGALS1;S100A4
107,GO_Biological_Process_2023,Positive Regulation Of T Cell Proliferation (GO:0042102),2/65,0.0029731771572566,0.0176738864348032,0,0,27.483781918564528,159.90405525943066,PYCARD;AIF1
108,GO_Biological_Process_2023,Phagocytosis (GO:0006909),2/69,0.0033431691568994,0.0189930937348377,0,0,25.83776768332252,147.29687804184252,TYROBP;AIF1
109,GO_Biological_Process_2023,Response To Molecule Of Bacterial Origin (GO:0002237),2/69,0.0033431691568994,0.0189930937348377,0,0,25.83776768332252,147.29687804184252,S100A9;S100A8
110,GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),3/245,0.0034219580666707,0.0189930937348377,0,0,11.119271224643123,63.130133363871145,PYCARD;LGALS2;LGALS1
111,GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),2/70,0.0034388699204844,0.0189930937348377,0,0,25.456521739130437,144.40498019235108,LGALS3;GPX1
112,GO_Biological_Process_2023,Regulation Of Actin Filament Polymerization (GO:0030833),2/70,0.0034388699204844,0.0189930937348377,0,0,25.456521739130437,144.40498019235108,PYCARD;COTL1
113,GO_Biological_Process_2023,Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091),3/246,0.0034613582040124,0.0189930937348377,0,0,11.072951739618404,62.74038787705008,PYCARD;S100A9;S100A8
114,GO_Biological_Process_2023,Defense Response To Gram-negative Bacterium (GO:0050829),2/75,0.0039364363425538,0.0213265158811779,0,0,23.706968433591424,131.27685044097217,PYCARD;LYZ
115,GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760),2/78,0.0042501160167748,0.0227381206897455,0,0,22.767734553775743,124.33024972338757,PYCARD;TYROBP
116,GO_Biological_Process_2023,Positive Regulation Of Endocytosis (GO:0045807),2/79,0.0043571809113362,0.0230231287660732,0,0,22.47092038396386,122.1503504835296,PYCARD;FCER1G
117,GO_Biological_Process_2023,Positive Regulation Of Growth (GO:0045927),2/81,0.004575049991834,0.0235918240542767,0,0,21.899834892680243,117.97742514785251,S100A9;S100A8
118,GO_Biological_Process_2023,Regulation Of Interleukin-8 Production (GO:0032677),2/81,0.004575049991834,0.0235918240542767,0,0,21.899834892680243,117.97742514785251,FCN1;PYCARD
119,GO_Biological_Process_2023,Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),2/82,0.0046858481231064,0.0235946234904655,0,0,21.625,115.97938057301393,PYCARD;TYROBP
120,GO_Biological_Process_2023,Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),2/82,0.0046858481231064,0.0235946234904655,0,0,21.625,115.97938057301393,LGALS3;GPX1
121,GO_Biological_Process_2023,Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281),2/84,0.0049111564710161,0.0241606318344245,0,0,21.09544008483563,112.14854540617638,PYCARD;GPX1
122,GO_Biological_Process_2023,Regulation Of Interleukin-1 Beta Production (GO:0032651),2/84,0.0049111564710161,0.0241606318344245,0,0,21.09544008483563,112.14854540617638,PYCARD;TYROBP
123,GO_Biological_Process_2023,Cellular Response To Chemical Stress (GO:0062197),2/89,0.0054959408667662,0.0267302578519993,0,0,19.878060969515243,103.4403699896993,GPX1;AIF1
124,GO_Biological_Process_2023,Glycolipid Transport (GO:0046836),1/5,0.0062349390704731,0.0283888715123671,0,0,208.03125,1056.2966607689368,NPC2
125,GO_Biological_Process_2023,Astrocyte Differentiation (GO:0048708),1/5,0.0062349390704731,0.0283888715123671,0,0,208.03125,1056.2966607689368,S100A9
126,GO_Biological_Process_2023,Autocrine Signaling (GO:0035425),1/5,0.0062349390704731,0.0283888715123671,0,0,208.03125,1056.2966607689368,S100A9
127,GO_Biological_Process_2023,Osmosensory Signaling Pathway (GO:0007231),1/5,0.0062349390704731,0.0283888715123671,0,0,208.03125,1056.2966607689368,PYCARD
128,GO_Biological_Process_2023,Regulation Of T Cell Activation Via T Cell Receptor Contact With Antigen Bound To MHC Molecule On Antigen Presenting Cell (GO:2001188),1/5,0.0062349390704731,0.0283888715123671,0,0,208.03125,1056.2966607689368,LGALS3
129,GO_Biological_Process_2023,Regulation Of Blood Vessel Remodeling (GO:0060312),1/5,0.0062349390704731,0.0283888715123671,0,0,208.03125,1056.2966607689368,CST3
130,GO_Biological_Process_2023,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),2/96,0.0063656858988136,0.0286790901546549,0,0,18.39130434782609,93.00176010517843,PYCARD;GPX1
131,GO_Biological_Process_2023,Antimicrobial Humoral Response (GO:0019730),2/100,0.0068890740028299,0.0303971512702188,0,0,17.637089618456077,87.79423275712823,LYZ;S100A9
132,GO_Biological_Process_2023,Regulation Of Organelle Organization (GO:0033043),2/100,0.0068890740028299,0.0303971512702188,0,0,17.637089618456077,87.79423275712823,S100A9;S100A8
133,GO_Biological_Process_2023,Interleukin-3-Mediated Signaling Pathway (GO:0038156),1/6,0.007477446810139,0.03137595328176,0,0,166.41666666666666,814.7533474976135,FCER1G
134,GO_Biological_Process_2023,Regulation Of Osteoclast Development (GO:2001204),1/6,0.007477446810139,0.03137595328176,0,0,166.41666666666666,814.7533474976135,TYROBP
135,GO_Biological_Process_2023,Macropinocytosis (GO:0044351),1/6,0.007477446810139,0.03137595328176,0,0,166.41666666666666,814.7533474976135,PYCARD
136,GO_Biological_Process_2023,Polyamine Biosynthetic Process (GO:0006596),1/6,0.007477446810139,0.03137595328176,0,0,166.41666666666666,814.7533474976135,SAT1
137,GO_Biological_Process_2023,Regulation Of Transforming Growth Factor Beta1 Production (GO:0032908),1/6,0.007477446810139,0.03137595328176,0,0,166.41666666666666,814.7533474976135,TYROBP
138,GO_Biological_Process_2023,Positive Regulation Of Cell Growth (GO:0030307),2/106,0.0077096444199907,0.0320001701843757,0,0,16.61454849498328,80.8344838642323,S100A9;S100A8
139,GO_Biological_Process_2023,Proteolysis (GO:0006508),3/330,0.0078230983665494,0.0320001701843757,0,0,8.19349457881568,39.74397597593186,FCN1;SRGN;CTSS
140,GO_Biological_Process_2023,Positive Regulation Of T Cell Activation (GO:0050870),2/107,0.0078505090405594,0.0320001701843757,0,0,16.455486542443065,79.76265430206625,PYCARD;AIF1
141,GO_Biological_Process_2023,Response To Lipid (GO:0033993),2/110,0.0082800784595132,0.0330281565976006,0,0,15.99597423510467,76.68314623174774,S100A9;S100A8
142,GO_Biological_Process_2023,Spermidine Metabolic Process (GO:0008216),1/7,0.0087184638276748,0.0330281565976006,0,0,138.67361111111111,657.6335609979999,SAT1
143,GO_Biological_Process_2023,UV Protection (GO:0009650),1/7,0.0087184638276748,0.0330281565976006,0,0,138.67361111111111,657.6335609979999,GPX1
144,GO_Biological_Process_2023,Regulation Of Lymphocyte Apoptotic Process (GO:0070228),1/7,0.0087184638276748,0.0330281565976006,0,0,138.67361111111111,657.6335609979999,LGALS3
145,GO_Biological_Process_2023,Regulation Of Mammary Gland Epithelial Cell Proliferation (GO:0033599),1/7,0.0087184638276748,0.0330281565976006,0,0,138.67361111111111,657.6335609979999,GPX1
146,GO_Biological_Process_2023,Lipoxygenase Pathway (GO:0019372),1/7,0.0087184638276748,0.0330281565976006,0,0,138.67361111111111,657.6335609979999,GPX1
147,GO_Biological_Process_2023,Positive Regulation Of Calcium Ion Import (GO:0090280),1/7,0.0087184638276748,0.0330281565976006,0,0,138.67361111111111,657.6335609979999,LGALS3
148,GO_Biological_Process_2023,Positive Regulation Of Cellular Component Organization (GO:0051130),2/113,0.008720050690488,0.0330281565976006,0,0,15.561300430865648,73.79371315940043,LGALS3;GPX1
149,GO_Biological_Process_2023,Regulation Of Cytoskeleton Organization (GO:0051493),2/114,0.008869006431999,0.033297673271014,0,0,15.421583850931675,72.86995240244488,S100A9;S100A8
150,GO_Biological_Process_2023,Protein Maturation (GO:0051604),2/117,0.0093227286124495,0.0341036568045164,0,0,15.017013232514175,70.20904081803023,SRGN;CTSS
151,GO_Biological_Process_2023,Protein Processing (GO:0016485),2/117,0.0093227286124495,0.0341036568045164,0,0,15.017013232514175,70.20904081803023,SRGN;CTSS
152,GO_Biological_Process_2023,Cellular Response To Oxidative Stress (GO:0034599),2/117,0.0093227286124495,0.0341036568045164,0,0,15.017013232514175,70.20904081803023,GPX1;AIF1
153,GO_Biological_Process_2023,Negative Regulation Of Long-Term Synaptic Potentiation (GO:1900272),1/8,0.0099579917015561,0.034934593838246,0,0,118.85714285714286,547.8577209909951,TYROBP
154,GO_Biological_Process_2023,Positive Regulation Of Opsonization (GO:1903028),1/8,0.0099579917015561,0.034934593838246,0,0,118.85714285714286,547.8577209909951,FCN1
155,GO_Biological_Process_2023,Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752),1/8,0.0099579917015561,0.034934593838246,0,0,118.85714285714286,547.8577209909951,FCN1
156,GO_Biological_Process_2023,Positive Regulation Of Adaptive Immune Response (GO:0002821),1/8,0.0099579917015561,0.034934593838246,0,0,118.85714285714286,547.8577209909951,PYCARD
157,GO_Biological_Process_2023,"Complement Activation, Lectin Pathway (GO:0001867)",1/8,0.0099579917015561,0.034934593838246,0,0,118.85714285714286,547.8577209909951,FCN1
158,GO_Biological_Process_2023,Regulation Of Protein Catabolic Process (GO:0042176),2/122,0.0101016113624518,0.0351503224644665,0,0,14.38768115942029,66.11226289351413,GPX1;OAZ1
159,GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),2/127,0.0109085365706466,0.0376520455825544,0,0,13.808695652173911,62.39058159947264,PYCARD;TYROBP
160,GO_Biological_Process_2023,Negative Regulation Of Extracellular Matrix Organization (GO:1903054),1/9,0.0111960320481715,0.0377315095796646,0,0,103.99479166666669,467.1649710127919,CST3
161,GO_Biological_Process_2023,Negative Regulation Of Transforming Growth Factor Beta Production (GO:0071635),1/9,0.0111960320481715,0.0377315095796646,0,0,103.99479166666669,467.1649710127919,TYROBP
162,GO_Biological_Process_2023,Pinocytosis (GO:0006907),1/9,0.0111960320481715,0.0377315095796646,0,0,103.99479166666669,467.1649710127919,PYCARD
163,GO_Biological_Process_2023,Negative Regulation Of Interferon-Beta Production (GO:0032688),1/10,0.0124325865055395,0.0406194429341293,0,0,92.4351851851852,405.55330287566494,PYCARD
164,GO_Biological_Process_2023,Regulation Of Opsonization (GO:1903027),1/10,0.0124325865055395,0.0406194429341293,0,0,92.4351851851852,405.55330287566494,FCN1
165,GO_Biological_Process_2023,Basement Membrane Organization (GO:0071711),1/10,0.0124325865055395,0.0406194429341293,0,0,92.4351851851852,405.55330287566494,CTSS
166,GO_Biological_Process_2023,Negative Regulation Of B Cell Proliferation (GO:0030889),1/10,0.0124325865055395,0.0406194429341293,0,0,92.4351851851852,405.55330287566494,TYROBP
167,GO_Biological_Process_2023,Biogenic Amine Biosynthetic Process (GO:0042401),1/11,0.0136676567242548,0.0423895440433412,0,0,83.1875,357.1008995813401,SAT1
168,GO_Biological_Process_2023,Macrophage Activation Involved In Immune Response (GO:0002281),1/11,0.0136676567242548,0.0423895440433412,0,0,83.1875,357.1008995813401,TYROBP
169,GO_Biological_Process_2023,Macrophage Chemotaxis (GO:0048246),1/11,0.0136676567242548,0.0423895440433412,0,0,83.1875,357.1008995813401,LGALS3
170,GO_Biological_Process_2023,Polyamine Metabolic Process (GO:0006595),1/11,0.0136676567242548,0.0423895440433412,0,0,83.1875,357.1008995813401,SAT1
171,GO_Biological_Process_2023,Cellular Response To Thyroid Hormone Stimulus (GO:0097067),1/11,0.0136676567242548,0.0423895440433412,0,0,83.1875,357.1008995813401,CTSS
172,GO_Biological_Process_2023,Regulation Of T Cell Apoptotic Process (GO:0070232),1/11,0.0136676567242548,0.0423895440433412,0,0,83.1875,357.1008995813401,LGALS3
173,GO_Biological_Process_2023,Regulation Of Cell Activation (GO:0050865),1/11,0.0136676567242548,0.0423895440433412,0,0,83.1875,357.1008995813401,FCER1G
174,GO_Biological_Process_2023,Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888),1/12,0.0149012443701484,0.0442898096557189,0,0,75.62121212121212,318.08630270790064,TYROBP
175,GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Cell Surface (GO:2000010),1/12,0.0149012443701484,0.0442898096557189,0,0,75.62121212121212,318.08630270790064,TYROBP
176,GO_Biological_Process_2023,Positive Regulation Of Viral Entry Into Host Cell (GO:0046598),1/12,0.0149012443701484,0.0442898096557189,0,0,75.62121212121212,318.08630270790064,LGALS1
177,GO_Biological_Process_2023,Macrophage Migration (GO:1905517),1/12,0.0149012443701484,0.0442898096557189,0,0,75.62121212121212,318.08630270790064,LGALS3
178,GO_Biological_Process_2023,Positive Regulation By Symbiont Of Entry Into Host (GO:0075294),1/12,0.0149012443701484,0.0442898096557189,0,0,75.62121212121212,318.08630270790064,LGALS1
179,GO_Biological_Process_2023,Response To Thyroid Hormone (GO:0097066),1/12,0.0149012443701484,0.0442898096557189,0,0,75.62121212121212,318.08630270790064,CTSS
180,GO_Biological_Process_2023,Positive Regulation Of Superoxide Anion Generation (GO:0032930),1/13,0.016133351108423,0.0469732943837078,0,0,69.31597222222223,286.05777422638903,TYROBP
181,GO_Biological_Process_2023,Myeloid Dendritic Cell Activation (GO:0001773),1/13,0.016133351108423,0.0469732943837078,0,0,69.31597222222223,286.05777422638903,PYCARD
182,GO_Biological_Process_2023,Negative Regulation Of Bone Mineralization (GO:0030502),1/13,0.016133351108423,0.0469732943837078,0,0,69.31597222222223,286.05777422638903,SRGN
183,GO_Biological_Process_2023,Regulation Of Extracellular Matrix Disassembly (GO:0010715),1/14,0.0173639786153884,0.0495452189825749,0,0,63.98076923076923,259.3369252570107,CST3
184,GO_Biological_Process_2023,Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912),1/14,0.0173639786153884,0.0495452189825749,0,0,63.98076923076923,259.3369252570107,AIF1
185,GO_Biological_Process_2023,Regulation Of Superoxide Anion Generation (GO:0032928),1/14,0.0173639786153884,0.0495452189825749,0,0,63.98076923076923,259.3369252570107,TYROBP
186,GO_Biological_Process_2023,B Cell Mediated Immunity (GO:0019724),1/15,0.0185931285667873,0.0510119168370832,0,0,59.407738095238095,236.7376500104764,FCER1G
187,GO_Biological_Process_2023,Negative Regulation Of Immune Effector Process (GO:0002698),1/15,0.0185931285667873,0.0510119168370832,0,0,59.407738095238095,236.7376500104764,LGALS3
188,GO_Biological_Process_2023,T Cell Homeostasis (GO:0043029),1/15,0.0185931285667873,0.0510119168370832,0,0,59.407738095238095,236.7376500104764,LGALS2
189,GO_Biological_Process_2023,Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143),1/15,0.0185931285667873,0.0510119168370832,0,0,59.407738095238095,236.7376500104764,TYROBP
190,GO_Biological_Process_2023,Intracellular Sterol Transport (GO:0032366),1/15,0.0185931285667873,0.0510119168370832,0,0,59.407738095238095,236.7376500104764,NPC2
